Id,Emotion,Sentence
6505,Disgust,evn nó đéo thích đâu nhé .. nó chỉ giả vờ lươn lẹo nói thế thôi ..!? 😁😂🤣
6506,Surprise,ông tổ của những cái sừng là đây sao ??? 🤣
6507,Other,thế mày nằm viện nào tao vào thăm luôn cho động lực
6508,Sadness,"xem mà đau lòng , đau lòng nhưng vẫn xem :(((("
6509,Sadness,cuộc sống thật chua cay với tao
6510,Enjoyment,"trước đây mình không thích xem phim việt , nhưng mấy năm nay phim việt chiếu phim nào cũng hay . tự dưng không thích xem phim hàn quốc nữa ."
6511,Disgust,"còn là học sinh nhưng tố chất lừa đảo đĩ điếm đã thể hiện ra rồi , nếu nó muốn nổi tiếng , thì đưa mặt nó lên đi thớt"
6512,Enjoyment,"bọn 6 múi yêu nhau hết rồi , tao bụng mỡ đây , tao vẫn thích con gái đây !!!!!"
6513,Anger,trung thu là tết thiếu chi chả liên quan chi đến việc tao không có gấu
6514,Anger,thằng nào con nào nuôi ác quá z
6515,Enjoyment,cám ơn đã cho tôi cuộc sống này
6516,Enjoyment,nghe tình vãi =))))
6517,Sadness,thất tình đi nghe nhạc chúng nó còn ngồi trước mặt ôm nhau . hận
6518,Disgust,vô liêm sỉ
6519,Other,mẹ bế đứa nào thì là mẹ của đứa đó nhé
6520,Enjoyment,công nhận nó phê như vậy thật 😂
6521,Enjoyment,này thì câu thích 😂😂😂
6522,Enjoyment,lời được cánh của sắt tàu hỏa ngon rồi
6523,Disgust,"sửa luật , tóm cho vào tù . tình nguyện mãi sao được ."
6524,Other,t coi đi coi lại mấy lần để xác định con nhện nó phóng qua tới cái điện thoại hay là nghệ thuật ))))
6525,Sadness,lúc ra hà nội ở ngay phố đào tấn mà không biết chổ này 😢
6526,Other,m vừa tuột quần xuống nó sẽ hôn con họa mi của mày
6527,Disgust,cả 2 đứa đều ngu khi có mồm mà không nói =]]]
6528,Other,một thời để nhớ
6529,Enjoyment,đúng chất dân miền tây hahaha
6530,Sadness,24 tuổi thấy đời đắng và khá mặn
6531,Enjoyment,một cái ỉn mông xong hết 😂😂😂 dăm ba cái võ thuật 😂😂😂🤣🤣🤣
6532,Enjoyment,đáng yêu quá . chúc ông bà thật mạnh khỏe mãi hạnh phúc như vậy 😍
6533,Disgust,per con người dù có bị trừ hết điểm cũng chạ thèm quan tâm ạ 🙂
6534,Surprise,đấy có phải con người không nhỉ ? mà sao lại làm thế
6535,Surprise,ủa vậy hả mới biết ta
6536,Other,vậy thì các bác chưa biết rồi
6537,Disgust,tài xế để não trong háng hay sao mà thích chơi ngu lấy tiếng thế
6538,Enjoyment,họ hành động quá đẹp
6539,Enjoyment,"xem phim mà cứ nhìn cặp chân của ổng , chân gì mà dài thường thượt . chồi ôi 1m87"
6540,Disgust,đọc bình luận mới thấy nhiều người hãm thật sự :)))
6541,Sadness,em nuôi con lợn mấy năm rồi mà vẫn trống rỗng huhu 😭😭😭
6542,Other,nhìn bọn có người yêu khổ chưa kìa .
6543,Sadness,ước mơ tao 🙂 chỉ có thể sao chép lại và tao lên màu cực xấu !
6544,Other,lúc buồn là đi phựt thì thôi rồi như kiểu cuộc đời đáng sống ý
6545,Enjoyment,thôi mày cố lên . đỡ rồi cũng tốt
6546,Anger,"dume , em tao mà bị thế này thì tao xiên mỗi đứa một nhát , đi tù cũng được"
6547,Enjoyment,đơn giản là thấy họ cười 😂😂
6548,Enjoyment,per 😂😂😂 còn nhớ không ???
6549,Enjoyment,hay lắm em êiiii
6550,Disgust,t nói tao bị ngỗng dí đúng sáng sớm bọn bạn cười tao . 😂 còn bồ tao thấy tao bị dí đứng cười 😪
6551,Sadness,nhớ lại kỷ niệm này buồn quá
6552,Disgust,"thì rõ ràng là bịa mà , cơ bản để cảnh tỉnh suy nghĩ của con người hiện nay thôi bạn"
6553,Sadness,"lúc trước ông với bà tao cũng thế , bây giờ thì ông bỏ bà đi trước rồi ."
6554,Enjoyment,tao mừng quá vì tao biết chắc chắn hôm nay crush của tao không bị thịt . ahihi .
6555,Disgust,xót thì mang về mà dạy đi . xưa đi học suốt ngày bị quỳ chép bài trên bục giảng chả sao giờ thì sểnh ra 1 tỵ là kiện tụng . đừng có lạm dụng mxh mà lên án người khác .
6556,Enjoyment,hôm qua xem cười lộn ruột
6557,Other,buồn là cái gì mày
6558,Fear,tao ám ảnh việc lau sàn
6559,Enjoyment,mong ông bà được nhiu sức khỏe
6560,Enjoyment,có con gái thật tuyệt ! 😍
6561,Other,nhìn vậy thôi mày bóc tách múi ra là bình thường ngay mà
6562,Enjoyment,giống chuyện của chúng mình quá . chả biết sẽ cùng anh đi bao xa ... nhưng hạnh phúc khi có anh luôn bên cạnh ??
6563,Other,xem xong rồi mà có cảm thấy gì đâu ??
6564,Disgust,xấu còn đóng vai mất dạy
6565,Anger,bọn lừa đảo
6566,Sadness,buồn quá buồn
6567,Disgust,tuy dáng đứng có hơi lỏng lẻo nhưng những đường quyền của ông này thật như lol
6568,Other,nếu lái xe là dân đen thì thế nào chú . có dám đậu ở đóa không
6569,Enjoyment,khi đủ trưởng thành và kinh tế . cơ mà nhỡ bác sĩ bảo cưới thì cũng phải cưới thôi 😂
6570,Other,cho nghe lại cái khúc đó đi anh hai à :v
6571,Fear,ông thần tài cũng không dám ăn luôn
6572,Sadness,buồn cho số phận 😢
6573,Enjoyment,nhà tao nhận coi giữ xe nha :3
6574,Other,may cho mày con nhà gia đình khá . chứ nghèo như tao khổ rồi .??
6575,Enjoyment,mới thấy bài này trên phòng trọ đn nữa này . bạn ơi mình cùng thành phố này :v
6576,Disgust,cục súc vậy ai chơi
6577,Sadness,"bọn nó nhỏ mà đã có người yêu , còn tao thì ế :(("
6578,Other,cần địa chỉ để đặt một bạn người yêu có chiều cao như anh thứ 3
6579,Fear,"hồi nhỏ đi ngang nhà hàng xóm con quỷ này dí tao từ ngoài đường vô tới trong nhà tao nó vẫn không tha , ba mẹ tao nghe tao la chạy ra chụp cổ nó quăng ra sân nó mới chịu đi . ám ảnh tuổi thơ 😅😅😅"
6580,Sadness,chuyển từ thất tình sang muốn chết vì quá chán :((
6581,Enjoyment,cái cuối phê vãi
6582,Sadness,"giá trị lịch sử văn hoá gần nghìn năm đã mất đi rồi :(("""
6583,Disgust,ý bảo mày treo cao vãi đấy . hạ tiêu chuẩn thấp chút bằng cách ngồi xa sóng ra đi tml .
6584,Enjoyment,năm nào cũng mua 2 cái đăng ảnh sống ảo xong cất ăn chống đói dần dần :)
6585,Enjoyment,tao cute mà các mày
6586,Sadness,có tiền chưa chắc đã ngọt nhưng nếu không có tiền chắc chắn là đắng .
6587,Other,ơ ̉ viê ̣ tao nam sao được như vâ ̣ y
6588,Sadness,tủi hổ với bản thân ghê khi tao vẽ người mà mẹ tao hỏi : hóa ra đây là hình dạng thực của quỷ sao ?😑
6589,Anger,đkmm xuống đáy biển mà viết luôn đi thằng lồn =))
6590,Disgust,đồ khùng cơm đâu có mắc đâu mà phải làm vậy .
6591,Surprise,haha tao trúng số thật này
6592,Anger,"ủa tại sao không nghỉ việc luôn đi , hay lương tâm không còn chữ đức nữa"
6593,Other,lấy củi chứ bao nhiêu rơm cho đủ
6594,Sadness,per không biết còn nhớ tên tao không nữa 😑
6595,Anger,viết tay phải mẹ mày đi . đụ mẹ mày :))
6596,Enjoyment,chuẩn bị hết ế :))
6597,Sadness,"cả 2 bà đều mất khi mình nhỏ , không hưởng thụ cảm giác này rồi"
6598,Enjoyment,"và mày chỉ cần lùi về sau , như ít quan tâm và nhắn tin lại mày sẻ cua được crush 😎😎"
6599,Enjoyment,bạn có bố thật hạnh phúc
6600,Other,ý thức 😂
6601,Anger,"dume mày là con gái đó , còn tao thì :dume mày có xuống không thì bảo"
6602,Sadness,per trung thu chia tay gấu à ? bất hạnh nhỉ
6603,Disgust,bông hoa nhài cắm bãi cứt trâu :))
6604,Enjoyment,oimeoi tao thấy được tao ngày xưa đây rồi =)))))
6605,Other,t không nghiện trà nên tao thấy bình thường mà
6606,Disgust,cắt . cảm ơn đoạn giả dối kia đã giúp các bạn trẻ có thêm niềm tin về 1 tình yêu đẹp 🤣🤣 riêng tao đéo tin nhé
6607,Enjoyment,hahahaha tao mắc cười ghê . nhớ cái hôm sinh nhật tao ghê . chắc mấy mẹ ở guru cũng rủa dữ lắm hahaha per
6608,Enjoyment,chuẩn 😏😏😏
6609,Sadness,một mình tao ăn hết 1 nồi lẩu từ lúc tối 😭
6610,Anger,dm chúng mày bị bệnh à kiện chết con mẹ mấy thằng ấu dâm bệnh hoạn này đi
6611,Disgust,con trai giờ mất giá v luôn hã mấy chế :)))
6612,Enjoyment,per kỷ niệm nè !!!
6613,Other,per nếu bạn chưa có việc làm :v
6614,Enjoyment,có 1 đứa hợp tác vậy là cũg quý hoá quá rồi
6615,Disgust,dume nhát ma vậy ai coi
6616,Other,chiến lược kinh doanh của người nhật thật đang suy nghĩ
6617,Other,quả váy màu hường nam tính .
6618,Anger,"ngồi xa ra đụ mẹ mày :""))"
6619,Enjoyment,😐😐 phê hơn lá chuối
6620,Anger,per phá gia chi tử chính nó ????
6621,Enjoyment,tuổi trẻ tài cao là đây
6622,Enjoyment,nhìn móng tay bác này mà tao thèm lòng chó quá per
6623,Fear,thật là đáng sợ
6624,Sadness,"hiện tại mình cũng muốn kết hôn lắm . ngặt nỗi hai gia đình ngăn cản giữ dội , phản đối kịch liệt chuyện hai bọn mình đến với nhau :( nhất là chồng cô ý"
6625,Sadness,đó là khi anh per cưới vợ đó 🤣
6626,Enjoyment,vui tính quá ?? vừa kết bạn xong ??
6627,Disgust,😑 con trai chỉ thích gái lùn thôi . tao biết mà . nhưng cô gái cao như tao đi cạnh sẽ giống 2 thằng đàn ông lắm
6628,Disgust,"cấm dừng đỗ thì bạn gọi công an phường , post lên đây làm gì"
6629,Other,coi như giải thích rồi nhé
6630,Disgust,ngôi nhà bên dòng sông rõ đẹp . tiếc là sông toàn rác
6631,Enjoyment,"nói chứ uống đi , 1 ly thì giảm ăn một bữa sẽ không khiến mày phì đâu ."
6632,Fear,đứt quả chuối trong mồm . đéo dám nghĩ kết quả lun
6633,Sadness,mới đi nhổ răng số 8 và chụp 😞
6634,Anger,nghe ức chế vãi lồn nhỉ . dume mẹ bọn con trai
6635,Disgust,sự thất bại của giáo dục
6636,Enjoyment,cưng thế =))
6637,Disgust,bóng đá thể thao mà làm mấy cái thể loại băng ron khích tướng vãi .
6638,Enjoyment,ui nghe ấm thế
6639,Other,hồi sinh viên mình dùng cái này đó
6640,Sadness,sao mình gặp toàn thằng mất dạy hay bắt nạt mình nhỉ ? tuổi thơ bất hạnh :)
6641,Disgust,có gì mà vinh quang một bàn tay bị tật
6642,Disgust,"thiệt tình chỉ thấy gớm thôi , chớ chẳng hay ho gì ."
6643,Surprise,nicholas liang nhà xài cái này phải không ?
6644,Enjoyment,câu chyện cổ tích thật ý nghĩa 😂😂
6645,Enjoyment,per năm nay 2 đứa quyết định ngồi hay đứng kkk
6646,Disgust,chúng mày nhục thế đéo dám công khai ảnh của chúng mày đi
6647,Sadness,tội thằng per vãi
6648,Sadness,huhu lần trước đi chụp răng . thằng kĩ thuật viện cho bạn vào cái máy to đùng xong nó bảo ngồi im . nó bật máy xong chạy ra ngoài đóng cửa với tốc độ ánh sáng .
6649,Other,mai đi bán miếng năng lượng thôi 😂
6650,Enjoyment,cái khó ló cái khôn :)))
6651,Other,per nó tấn công tao với mày đó
6652,Other,hồi nhỏ tao đi bệnh viện chỉnh hình về kể mọi người là có ông kia ho gãy xương sườn đéo ai tin cả ??
6653,Anger,vợ với con chả được tích sự gì ! toàn làm hết hồn ??
6654,Surprise,quả váy hồng truất vãi_chưởng
6655,Sadness,"đù . tròn ung ủng , chân tay ngẵn cũn như tao nhảy sao"
6656,Sadness,k nuôi thì cho người muốn nuôi đi chứ để em nó bọ ve tùm lum sót quá ????
6657,Surprise,vẫn xinh phết nhỉ ??
6658,Sadness,và ông đã có nỗi buồn mới thay vì buồn thất tình
6659,Enjoyment,per kết truyện chất ghê :))))))
6660,Disgust,"rớt mũ trước , sau là rớt đầu . con với cái mắc dại thiệc 😂"
6661,Fear,"hôm bữa đi ngang qua , thấy hết con mẹ nó hồn"
6662,Other,vl thánh nào ghép nhạc lầy vãi
6663,Other,per tao với mày làm chung thì sao nhể 🤗🤗🤗
6664,Enjoyment,hay lắm . thằng anh giúp 2e thêm yêu lao động
6665,Other,bao giờ lại chiếu ạ
6666,Other,anh ơi đây này per
6667,Other,cho nó ăn rau má đi
6668,Sadness,mong manh dể vở 😂😂
6669,Other,về vườn rồi sớm quá
6670,Enjoyment,thanh niên co ́ em hoan hy ̉ qua ́ :)))
6671,Enjoyment,có ai thừa biết nó sẽ nhảy vào điện thoại nhưng cuối cùng là vẫn giật mình không 🤣
6672,Anger,ranh con mà láo toét . xem đến đoạn này mà phát bực
6673,Disgust,nó đang lợi dụng mày
6674,Disgust,k bă ̀ người 1 con cho ́ anh =)))))
6675,Enjoyment,lũ kiến ở nhà mày thích vậy .
6676,Other,per tập gym xong để đi nhảy thế này à 😂😂😂
6677,Enjoyment,per năm sau nhớ lấy gối ra quỳ luôn ha 🤣🤣🤣
6678,Other,vn nó là vậy
6679,Enjoyment,đây là video hay và ý nghĩa 😊
6680,Anger,đcm hả hê cái lol gì chuyện này cơ chứ
6681,Disgust,hài bựa nó vẫn hay hơn bọn cố tỏ ra chảnh trong khi như lol :))
6682,Disgust,không có đạo đức nghề nghiệp rồi :)))
6683,Enjoyment,"ngày ngày đều nhìn qua cửa sổ chờ nó đi học ngang qua , nhìn sau lưng thôi cũng đủ vui rồi hhhhhhhhhhhhhhhhhhhhhhh"
6684,Sadness,nhìn vừa tội vừa thương ????
6685,Enjoyment,con bé xinh thế
6686,Other,cho tao hỏi tình hình bà mẹ thế nào rồi 😂🤣
6687,Enjoyment,chúc bạn có một ngày vui vẻ 😳
6688,Anger,mấy con lồn này lắm nữa 🙂
6689,Enjoyment,xong là phê lắm mày
6690,Disgust,"nhiều người nói con này giả ngu câu thích , nhưng xem lại nhiều lần thấy nó ngu thiệt chứ không phải giả bộ"
6691,Fear,tâm sự không đúng người ngoài việc họ cười vào mặt bạn
6692,Disgust,đậu xe kiểu vô văn hoá .
6693,Disgust,kể cả là câu chuyện không có thật thì nó vẫn là một lời nhắc . sân si cái đầu buồi à .
6694,Enjoyment,boss có bộ đồ ngủ đĩ thõa ghê gớm 😅
6695,Disgust,tao ghét nhất mấy mẹ ngoài bắc cứ ỉ lớn tuổi hơn là có quyền chửi người khác là láo toét trong khi mình nói chuyện như l đcm gặp tao tao rút chìa khoá xe của mụ ném ra thật xa cho đi nhặt xem lúc đó gọi con bả kiểu gì . moá lắm lúc không muốn tạo nghiệp mà gặp mấy con mẹ già mất nết này điên thật chớ
6696,Enjoyment,tự hào ngồi mâm dưới
6697,Enjoyment,ôi vãi mình lên fan cứng rồi cơ 🤗
6698,Enjoyment,dù ra sao vẫn giữ nụ cười và sự tự tin
6699,Anger,quảng cáo đéo gì tao thấy đáng sợ vãi .
6700,Disgust,lêu lêu đồ con nuôi
6701,Enjoyment,này gọi là theo kịp thời đại :))))
6702,Sadness,ụa cho fa đọc chi rựa huhu
6703,Other,êu ơi mỏng manh thế ??
6704,Enjoyment,rất hợp lí
6705,Surprise,bộ phim hấp dẫn quá
